idx,number,title,content_len,text_hash,content_sample
388,328,"ТК РФ Статья 328. Прием на работу, непосредственно связанную с движением транспортных средств",1261,cebc200cb06a5e91e20d37be53080189ca704ca23aff8870239af046cf1d2b04,"ТК РФ Статья 328. Прием на работу, непосредственно связанную с движением транспортных средств

Что учесть при заключении с водителем трудового договора
Работники, принимаемые на работу, непосредственн"
389,328,"ТК РФ Статья 328.1. Ограничения на занятие трудовой деятельностью, непосредственно связанной с управлением легковыми такси, автобусами, трамваями, троллейбусами и подвижным составом внеуличного транспорта при осуществлении перевозок пассажиров и багажа",4134,f944461a7a4b91aee9f3758796794234ba9c0e9135b3a82c5377d06a8a110e71,"ТК РФ Статья 328.1. Ограничения на занятие трудовой деятельностью, непосредственно связанной с управлением легковыми такси, автобусами, трамваями, троллейбусами и подвижным составом внеуличного трансп"
391,330,"ТК РФ Статья 330. Дисциплина работников, труд которых непосредственно связан с движением транспортных средств",447,c4cee1ed647b881adc664a119a408e36b2e654f2cab63ca955d7b0605aaec09b,"ТК РФ Статья 330. Дисциплина работников, труд которых непосредственно связан с движением транспортных средств

(в ред. Федерального закона от 20.12.2017 N 400-ФЗ)

(см. текст в предыдущей редакции)

Д"
392,330,ТК РФ Статья 330.1. Общие положения,600,777bc288a6c8faf54d31f73b7d3a748aee6803fcc6217b9f416d6a5b4dc2090f,"ТК РФ Статья 330.1. Общие положения

Положения настоящей главы устанавливают особенности регулирования трудовых отношений с занятыми на подземных работах работниками, под которыми в настоящей главе по"
393,330,ТК РФ Статья 330.2. Особенности приема на подземные работы,813,b3e9d4438431cd4deca85c8fc41558c8f5cba163bdaebc54af8ae66ef984527a,"ТК РФ Статья 330.2. Особенности приема на подземные работы

Лица, принимаемые на подземные работы, не должны иметь медицинские противопоказания к указанным работам и должны удовлетворять соответствующ"
394,330,"ТК РФ Статья 330.3. Медицинские осмотры работников, занятых на подземных работах",2091,8e1a3bec9cd4de5374c46a93316a613be7fdb51873b5c8abc3708946e350ce53,"ТК РФ Статья 330.3. Медицинские осмотры работников, занятых на подземных работах

(в ред. Федерального закона от 25.11.2013 N 317-ФЗ)

(см. текст в предыдущей редакции)

Прием на подземные работы прои"
395,330,"ТК РФ Статья 330.4. Отстранение от работы работников, занятых на подземных работах",3323,c2356f33bc40259be8ef76a57e8cbbea0c5508831f1f84946d38444896f0f131,"ТК РФ Статья 330.4. Отстранение от работы работников, занятых на подземных работах

Наряду со случаями, указанными в статье 76 настоящего Кодекса, работодатель обязан отстранить от подземных работ (не"
396,330,ТК РФ Статья 330.5. Дополнительные обязанности работодателя при организации и проведении подземных работ,889,19761120e1f04a1e85a44a984416e129e1be29f367be8de45124bd4577159763,"ТК РФ Статья 330.5. Дополнительные обязанности работодателя при организации и проведении подземных работ

При организации и проведении подземных работ работодатель обязан:

не допускать к подземным ра"
397,331,ТК РФ Статья 331. Право на занятие педагогической деятельностью,3238,91f07157f94aca60c23520966fcf0c73cb073b3bf33f4b5e24ed765fb707d7da,"ТК РФ Статья 331. Право на занятие педагогической деятельностью

Какие квалификационные требования предъявляются к педагогическим работникам
К педагогической деятельности допускаются лица, имеющие обр"
398,331,ТК РФ Статья 331.1. Особенности отстранения от работы педагогических работников,800,7ba08bb1116a032a681d3a15eed371f7e83c98dc8b4876e0fb3f542af6e3643a,"ТК РФ Статья 331.1. Особенности отстранения от работы педагогических работников

(введена Федеральным законом от 31.12.2014 N 489-ФЗ)

Перспективы и риски споров в суде общей юрисдикции. Ситуации, свя"
399,332,"ТК РФ Статья 332. Особенности заключения и прекращения трудового договора с педагогическими работниками, относящимися к профессорско-преподавательскому составу",6522,8fe99322cc9fa7576634b6d3a46aefaf888b846cbad9eb42e1cafa738850f733,"ТК РФ Статья 332. Особенности заключения и прекращения трудового договора с педагогическими работниками, относящимися к профессорско-преподавательскому составу

(в ред. Федерального закона от 25.05.20"
400,332,"ТК РФ Статья 332.1. Особенности заключения и прекращения трудового договора с руководителями, заместителями руководителей государственных и муниципальных образовательных организаций высшего образования и руководителями их филиалов",2179,0d51d8a0b3d938f9a7c1b194afe67ac6e93d9bb8a28cb3d878c8dffc71cb251b,"ТК РФ Статья 332.1. Особенности заключения и прекращения трудового договора с руководителями, заместителями руководителей государственных и муниципальных образовательных организаций высшего образовани"
404,336,"ТК РФ Статья 336. Дополнительные основания прекращения трудового договора с педагогическим работником, а также руководителем, заместителем руководителя государственной или муниципальной образовательной организации высшего образования и руководителем ее филиала",1692,207a5a26c8842dcf62371a84ca7d4de95a721a0d167486b68ef5678286390080,"ТК РФ Статья 336. Дополнительные основания прекращения трудового договора с педагогическим работником, а также руководителем, заместителем руководителя государственной или муниципальной образовательно"
405,336,ТК РФ Статья 336.1. Особенности заключения и прекращения трудового договора с научным работником,2916,56eef5e8e92147269296c4fa74c05f0ba6fc26c63c834892b6678f08ca466c5f,"ТК РФ Статья 336.1. Особенности заключения и прекращения трудового договора с научным работником

Трудовые договоры на замещение должностей научных работников могут заключаться как на неопределенный с"
406,336,"ТК РФ Статья 336.2. Особенности заключения и прекращения трудового договора с руководителями, заместителями руководителей государственных и муниципальных научных организаций и руководителями их филиалов",2045,ff2357b8455894aa12cf465bb9174c95e61be0edeb4f0537a4cd0601a8d7cf62,"ТК РФ Статья 336.2. Особенности заключения и прекращения трудового договора с руководителями, заместителями руководителей государственных и муниципальных научных организаций и руководителями их филиал"
407,336,"ТК РФ Статья 336.3. Дополнительные основания прекращения трудового договора с руководителем, заместителем руководителя научной организации",495,6fafa257ca850f87b170b0dfdf26116accc17317739063c95c8c75a23afb591b,"ТК РФ Статья 336.3. Дополнительные основания прекращения трудового договора с руководителем, заместителем руководителя научной организации

Помимо оснований, предусмотренных настоящим Кодексом и иными"
412,341,ТК РФ Статья 341. Основания прекращения работы в представительстве Российской Федерации за границей,2477,8189be7bb26dee6fe4ed94ea54a21e21496389668e1c128474c1da597f619a1d,"ТК РФ Статья 341. Основания прекращения работы в представительстве Российской Федерации за границей

Прекращение работы в представительстве Российской Федерации за границей производится в связи с исте"
413,341,ТК РФ Статья 341.1. Общие положения,872,70790422d5253020e80f588119818312835a415da53efde827d56debc3db90fd,"ТК РФ Статья 341.1. Общие положения

(в ред. Федерального закона от 26.12.2024 N 498-ФЗ)

(см. текст в предыдущей редакции)

Как соотносятся аутсорсинг, аутстаффинг и заемный труд
Частное агентство за"
414,341,"ТК РФ Статья 341.1-1. Организации, имеющие право на осуществление деятельности по предоставлению труда работников (персонала)",2573,0c4856118daa883fbe888883c173fe4b03e44c4fe2034c28fa0606255b30bcec,"ТК РФ Статья 341.1-1. Организации, имеющие право на осуществление деятельности по предоставлению труда работников (персонала)

(введена Федеральным законом от 26.12.2024 N 498-ФЗ)

Осуществлять деятел"
415,341,ТК РФ Статья 341.1-2. Договор о предоставлении труда работников (персонала),2066,c3b294efc95368914c6a2643d6e5af68cd3f9a336a1fe1c0fa9c1e671062d06c,"ТК РФ Статья 341.1-2. Договор о предоставлении труда работников (персонала)

(введена Федеральным законом от 26.12.2024 N 498-ФЗ)

Договор о предоставлении труда работников (персонала) является догово"
416,341,ТК РФ Статья 341.1-3. Ограничения на направление работников для выполнения работы у принимающей стороны по договору о предоставлении труда работников (персонала),1277,924e985859ad8d7b13065626d5472ac4e0b8dc81a72db0c0b035737c838cfe64,"ТК РФ Статья 341.1-3. Ограничения на направление работников для выполнения работы у принимающей стороны по договору о предоставлении труда работников (персонала)

(введена Федеральным законом от 26.12"
417,341,"ТК РФ Статья 341.1-4. Особенности трудового договора с работниками, временно направляемыми для выполнения работы к другим физическим лицам или юридическим лицам по договору о предоставлении труда работников (персонала)",1944,55018f2ea4858503e3039dda04fa688c13733c90d97ac5a8f656b137bf1260d9,"ТК РФ Статья 341.1-4. Особенности трудового договора с работниками, временно направляемыми для выполнения работы к другим физическим лицам или юридическим лицам по договору о предоставлении труда рабо"
418,341,"ТК РФ Статья 341.2. Особенности регулирования труда работников, направляемых временно частным агентством занятости для выполнения работы к другим физическим лицам или юридическим лицам по договору о предоставлении труда работников (персонала)",9501,a29ef515c853a273401326c5a6f6c66c3f29dd28b158b30f4029976432c60763,"ТК РФ Статья 341.2. Особенности регулирования труда работников, направляемых временно частным агентством занятости для выполнения работы к другим физическим лицам или юридическим лицам по договору о п"
419,341,"ТК РФ Статья 341.2-1. Особенности регулирования труда работников, направляемых временно по договору о предоставлении труда работников (персонала) в расположенные на территории Российской Федерации дипломатические представительства и консульские учреждения иностранных государств, международные организации и их представительства, а также к пребывающим на территории Российской Федерации дипломатическим агентам, консульским должностным лицам и членам их семей, которые проживают вместе с ними",6108,0bf012f2f76711d46d0ebf5997c854cf80f6bc26df455b1b4e027e981ef70436,"ТК РФ Статья 341.2-1. Особенности регулирования труда работников, направляемых временно по договору о предоставлении труда работников (персонала) в расположенные на территории Российской Федерации дип"
420,341,"ТК РФ Статья 341.3. Особенности регулирования труда работников, направляемых временно отдельными работодателями к другим юридическим лицам по договору о предоставлении труда работников (персонала)",1112,333c0fc94b87e6496627ada1f6b0134546934176b00f5dfdad5c17ab1b5386ec,"ТК РФ Статья 341.3. Особенности регулирования труда работников, направляемых временно отдельными работодателями к другим юридическим лицам по договору о предоставлении труда работников (персонала)

(в"
421,341,"ТК РФ Статья 341.4. Расследование несчастного случая, происшедшего с работником, направленным временно для работы по договору о предоставлении труда работников (персонала) и участвовавшим в производственной деятельности принимающей стороны",876,8318cf51c5979aeae4c7476c0e207e91d22fa9c9bfcdd21e556b02744d4759e4,"ТК РФ Статья 341.4. Расследование несчастного случая, происшедшего с работником, направленным временно для работы по договору о предоставлении труда работников (персонала) и участвовавшим в производст"
422,341,"ТК РФ Статья 341.5. Субсидиарная ответственность по обязательствам работодателя, вытекающим из трудовых отношений с работниками, направленными временно для работы по договору о предоставлении труда работников (персонала)",909,d186abe6ff129c8926d565f6303b84751b6452f58dd8c4f62a623d429195479f,"ТК РФ Статья 341.5. Субсидиарная ответственность по обязательствам работодателя, вытекающим из трудовых отношений с работниками, направленными временно для работы по договору о предоставлении труда ра"
426,345,"ТК РФ Статья 345. Режим рабочего времени лиц, работающих в религиозных организациях",382,bfeb8f68f41cbc2723a892b66697946aef1b5c8ba948999b5701c940118f8d9f,"ТК РФ Статья 345. Режим рабочего времени лиц, работающих в религиозных организациях

Режим рабочего времени лиц, работающих в религиозных организациях, определяется с учетом установленной настоящим Ко"
427,345,ТК РФ Статья 345.1. Особенности распространения регионального соглашения о минимальной заработной плате на работодателя - религиозную организацию,1545,1231f71170716015359f6e98259365a9c8b63ed52fa4f70fc731b0b54db90354,"ТК РФ Статья 345.1. Особенности распространения регионального соглашения о минимальной заработной плате на работодателя - религиозную организацию

(введена Федеральным законом от 27.12.2018 N 542-ФЗ)
"
430,348,ТК РФ Статья 348. Рассмотрение индивидуальных трудовых споров работников религиозных организаций,330,9fbcd0380445a592f353dbe74674f487fcc56f61a90980e0e3b7f03f15d809e6,"ТК РФ Статья 348. Рассмотрение индивидуальных трудовых споров работников религиозных организаций

Индивидуальные трудовые споры, не урегулированные самостоятельно работником и религиозной организацией"
431,348,ТК РФ Статья 348.1. Общие положения,1957,88a1dfd1092aac1851e324935b8b2d417a6eff14947027e85605618361699fd3,"ТК РФ Статья 348.1. Общие положения

Положения настоящей главы регулируют трудовые отношения с работниками, трудовая функция которых состоит в подготовке к спортивным соревнованиям и участии в спортив"
432,348,"ТК РФ Статья 348.2. Особенности заключения трудовых договоров со спортсменами, с тренерами",5353,90124eda0aa9228b0c64386b1ab3364ed109c40a0483a23b1e7c794f76c54224,"ТК РФ Статья 348.2. Особенности заключения трудовых договоров со спортсменами, с тренерами

По соглашению сторон со спортсменами могут заключаться как трудовые договоры на неопределенный срок, так и с"
433,348,ТК РФ Статья 348.3. Медицинские осмотры спортсменов,1402,a50b1771dcaf797534107c262efdd4dacf41f7d197466f8f1fd1b036d334faa6,"ТК РФ Статья 348.3. Медицинские осмотры спортсменов

(в ред. Федерального закона от 25.11.2013 N 317-ФЗ)

(см. текст в предыдущей редакции)

Путеводитель по кадровым вопросам. Вопросы применения ст. 3"
434,348,ТК РФ Статья 348.4. Временный перевод спортсмена к другому работодателю,2871,c702e239c70bd9322a677b94d05349b41d1302a3ad86c7322cbb4fdae6781155,"ТК РФ Статья 348.4. Временный перевод спортсмена к другому работодателю

Путеводитель по кадровым вопросам. Вопросы применения ст. 348.4 ТК РФ

Развернуть

В случаях, когда работодатель не имеет возмо"
435,348,ТК РФ Статья 348.5. Отстранение спортсмена от участия в спортивных соревнованиях,1043,a74eda942e5ad6ca8d403cbb031fb2b949f4efa972a8b68bb7e85282b89a8a5a,"ТК РФ Статья 348.5. Отстранение спортсмена от участия в спортивных соревнованиях

Путеводитель по кадровым вопросам. Вопросы применения ст. 348.5 ТК РФ

Развернуть

Работодатель обязан отстранить спор"
436,348,"ТК РФ Статья 348.6. Направление спортсменов, тренеров в спортивные сборные команды Российской Федерации",1403,bdfd174a3a330c116aa8596a920fc2154b80391fe5356f12550582431dfc4abc,"ТК РФ Статья 348.6. Направление спортсменов, тренеров в спортивные сборные команды Российской Федерации

Работодатели обязаны по вызовам (заявкам) общероссийских спортивных федераций направлять спортс"
437,348,"ТК РФ Статья 348.7. Особенности работы спортсмена, тренера по совместительству",616,3649d9c21e4c832c85ffe034e81a81280aa93421bfa25cc698879824fa7a7689,"ТК РФ Статья 348.7. Особенности работы спортсмена, тренера по совместительству

Путеводитель по кадровым вопросам. Вопросы применения ст. 348.7 ТК РФ

Развернуть

Спортсмен, тренер имеют право работат"
438,348,ТК РФ Статья 348.8. Особенности регулирования труда спортсменов в возрасте до восемнадцати лет,2802,079dba1bb622b5253338fef696ce1daddaa2919fd7083682f7803d0152f42fe9,"ТК РФ Статья 348.8. Особенности регулирования труда спортсменов в возрасте до восемнадцати лет

Положения настоящего Кодекса, определяющие случаи и порядок заключения трудовых договоров с лицами в воз"
439,348,ТК РФ Статья 348.9. Особенности регулирования труда женщин-спортсменов,575,a2281705b7905dc72c2ce591f957585cc19427c9b76b748f78321a76b22378c8,"ТК РФ Статья 348.9. Особенности регулирования труда женщин-спортсменов

Путеводитель по кадровым вопросам. Вопросы применения ст. 348.9 ТК РФ

Развернуть

Во время участия в спортивных мероприятиях до"
440,348,"ТК РФ Статья 348.10. Дополнительные гарантии и компенсации спортсменам, тренерам",3364,655fba70e729dbc3a957b761f9534d68cb8bec16fa98d5d09c062fe81a7f1743,"ТК РФ Статья 348.10. Дополнительные гарантии и компенсации спортсменам, тренерам

Путеводитель по кадровым вопросам. Вопросы применения ст. 348.10 ТК РФ

Развернуть

Работодатель обязан за счет собств"
441,348,ТК РФ Статья 348.11. Дополнительные основания прекращения трудового договора со спортсменом,657,7c1996b1a74163f87bce2f25fbfb59a1b87a829113702264cf40cb08cf722a51,"ТК РФ Статья 348.11. Дополнительные основания прекращения трудового договора со спортсменом

Помимо оснований, предусмотренных настоящим Кодексом и иными федеральными законами, основаниями прекращения"
442,348,ТК РФ Статья 348.11-1. Дополнительные основания прекращения трудового договора с тренером,531,e6d12afa54d7767e5d880e08ab25ff640201edbe9b714b695da768a9c271bc65,"ТК РФ Статья 348.11-1. Дополнительные основания прекращения трудового договора с тренером

(введена Федеральным законом от 29.12.2017 N 461-ФЗ)

Помимо оснований, предусмотренных настоящим Кодексом и "
443,348,"ТК РФ Статья 348.12. Особенности расторжения трудового договора со спортсменом, с тренером",2269,29e96d471823453335e0cfda8f4665116acd5c58fe33f1408469a695ba28b421,"ТК РФ Статья 348.12. Особенности расторжения трудового договора со спортсменом, с тренером

Спортсмен, тренер имеют право расторгнуть трудовой договор по своей инициативе (по собственному желанию), пр"
444,348,"ТК РФ Статья 348.13. Особенности рассмотрения индивидуальных трудовых споров спортсменов, тренеров в профессиональном спорте и спорте высших достижений",2931,e5dc39871499ddf2f753ae85c20601e01adf70dcb869dbfece738c074d293749,"ТК РФ Статья 348.13. Особенности рассмотрения индивидуальных трудовых споров спортсменов, тренеров в профессиональном спорте и спорте высших достижений

(введена Федеральным законом от 31.07.2020 N 24"
445,349,"ТК РФ Статья 349. Регулирование труда лиц, работающих в организациях Вооруженных Сил Российской Федерации, федеральных органах исполнительной власти и федеральных государственных органах, в которых законодательством Российской Федерации предусмотрена военная служба, а также работников, проходящих заменяющую военную службу альтернативную гражданскую службу",1534,9e8a637c0271a0b7eb8eca9bb79c1ce1dbb18047cd37ce9006ad772995044e87,"ТК РФ Статья 349. Регулирование труда лиц, работающих в организациях Вооруженных Сил Российской Федерации, федеральных органах исполнительной власти и федеральных государственных органах, в которых за"
446,349,"ТК РФ Статья 349.1. Особенности регулирования труда работников государственных корпораций, публично-правовых компаний, государственных компаний",6141,347e23b5cfb5e01b30ba8f49c87c9db82cd09d5afa881f79f14ce935c59ccd65,"ТК РФ Статья 349.1. Особенности регулирования труда работников государственных корпораций, публично-правовых компаний, государственных компаний

(в ред. Федерального закона от 03.07.2016 N 236-ФЗ)

(с"
447,349,"ТК РФ Статья 349.2. Особенности регулирования труда работников Фонда пенсионного и социального страхования Российской Федерации, Федерального фонда обязательного медицинского страхования, иных организаций, созданных Российской Федерацией на основании федеральных законов, организаций, создаваемых для выполнения задач, поставленных перед федеральными государственными органами",2488,9ba504588d81bc42a4ce1bed4351b1aef34c67ce8428a64d2ef2719fe44ee8a0,"ТК РФ Статья 349.2. Особенности регулирования труда работников Фонда пенсионного и социального страхования Российской Федерации, Федерального фонда обязательного медицинского страхования, иных организ"
448,349,"ТК РФ Статья 349.3. Ограничение размеров выходных пособий, компенсаций и иных выплат в связи с прекращением трудовых договоров для отдельных категорий работников",3483,d4a1d1073a81dd005128b473acefa48bfbe5d7228e8e4f53f5adccbce040772b,"ТК РФ Статья 349.3. Ограничение размеров выходных пособий, компенсаций и иных выплат в связи с прекращением трудовых договоров для отдельных категорий работников

(введена Федеральным законом от 02.04"
449,349,"ТК РФ Статья 349.4. Особенности регулирования труда отдельных категорий работников кредитных организаций, страховых организаций и негосударственных пенсионных фондов",4451,2d71cef0d1a8d58fb5d85ebad3869e7a595feedb449d6691d5d13eb1c6ed9c71,"ТК РФ Статья 349.4. Особенности регулирования труда отдельных категорий работников кредитных организаций, страховых организаций и негосударственных пенсионных фондов

(в ред. Федерального закона от 25"
450,349,"ТК РФ Статья 349.5. Размещение информации о среднемесячной заработной плате руководителей, их заместителей и главных бухгалтеров организаций в информационно-телекоммуникационной сети ""Интернет""",2307,7567d5897f0c8b2613f5bcb6451a43320e0171daf5af073ea884220c43b1c0f3,"ТК РФ Статья 349.5. Размещение информации о среднемесячной заработной плате руководителей, их заместителей и главных бухгалтеров организаций в информационно-телекоммуникационной сети ""Интернет""

(введ"
451,349,"ТК РФ Статья 349.6. Особенности регулирования труда работников государственных органов, органов местного самоуправления",3658,d3d0e56621fdb0fb7a720728eead2e9fc18952d667ac251ad329d577214f8ba2,"ТК РФ Статья 349.6. Особенности регулирования труда работников государственных органов, органов местного самоуправления

(введена Федеральным законом от 30.04.2021 N 109-ФЗ)

На работников государстве"
38,35,ТК РФ Статья 35. Комиссии по регулированию социально-трудовых отношений,2288,2049c4df30dd903397ed0b39865a18a74b9c3e1642097ee6f368381cea130801,"ТК РФ Статья 35. Комиссии по регулированию социально-трудовых отношений

Для обеспечения регулирования социально-трудовых отношений, ведения коллективных переговоров и подготовки проектов коллективных"
39,35,ТК РФ Статья 35.1. Участие органов социального партнерства в формировании и реализации государственной политики в сфере труда,2461,12de851057c9f2c4fb5c8fabf7a2a61c7fb945b475446206985a4e9e57a53865,"ТК РФ Статья 35.1. Участие органов социального партнерства в формировании и реализации государственной политики в сфере труда

(введена Федеральным законом от 30.06.2006 N 90-ФЗ)

В целях согласования"
453,351,"ТК РФ Статья 351. Регулирование труда творческих работников средств массовой информации, организаций кинематографии, теле- и видеосъемочных коллективов, театров, театральных и концертных организаций, цирков и иных лиц, участвующих в создании и (или) исполнении (экспонировании) произведений или выступающих",2957,2a130da3be8f12523d74cf1880cf278f7d29bc568bda5d93d791111f78bea93c,"ТК РФ Статья 351. Регулирование труда творческих работников средств массовой информации, организаций кинематографии, теле- и видеосъемочных коллективов, театров, театральных и концертных организаций, "
454,351,"ТК РФ Статья 351.1. Ограничения на занятие трудовой деятельностью в сфере образования, воспитания, развития несовершеннолетних, организации их отдыха и оздоровления, медицинского обеспечения, социальной защиты и социального обслуживания, в сфере детско-юношеского спорта, культуры и искусства с участием несовершеннолетних",3311,f6ea26668f8062684e4cd8add2fb4aa3909dd23d5938c6bf5db4bf6b32922016,"ТК РФ Статья 351.1. Ограничения на занятие трудовой деятельностью в сфере образования, воспитания, развития несовершеннолетних, организации их отдыха и оздоровления, медицинского обеспечения, социальн"
455,351,ТК РФ Статья 351.2. Утратила силу,163,4d8b8342f429757e1a35c9abdbb8560499a867f0c1530cb60c42cca72726127f,"ТК РФ Статья 351.2. Утратила силу

Статья 351.2. Утратила силу с 1 января 2019 года. - Федеральный закон от 07.06.2013 N 108-ФЗ.

(см. текст в предыдущей редакции)"
456,351,ТК РФ Статья 351.3. Некоторые особенности регулирования труда работников в сфере проведения специальной оценки условий труда,697,f0fc01485ddcc1ae956c6693a6f117919f041641a5958a0e14fbc9f271e0e0af,"ТК РФ Статья 351.3. Некоторые особенности регулирования труда работников в сфере проведения специальной оценки условий труда

(введена Федеральным законом от 28.12.2013 N 421-ФЗ)

Положения настоящей "
457,351,"ТК РФ Статья 351.4. Дополнительные основания прекращения трудового договора с помощником, работником нотариуса",545,4fc7527461e48b18a65734ce6ce20ea6fcaea3de46922c39c9289a9c52f617dc,"ТК РФ Статья 351.4. Дополнительные основания прекращения трудового договора с помощником, работником нотариуса

(в ред. Федерального закона от 29.12.2015 N 391-ФЗ)

(см. текст в предыдущей редакции)

"
458,351,"ТК РФ Статья 351.5. Особенности трудовой деятельности лиц, работающих у резидентов территории опережающего развития",3089,55a3a701f21c9390612b08d4f3be36312806837215b146de8cbe73aa34079f72,"ТК РФ Статья 351.5. Особенности трудовой деятельности лиц, работающих у резидентов территории опережающего развития

(в ред. Федерального закона от 14.07.2022 N 283-ФЗ)

(см. текст в предыдущей редакц"
459,351,"ТК РФ Статья 351.6. Особенности регулирования труда работников в сфере электроэнергетики, сфере теплоснабжения, в области промышленной безопасности, области безопасности гидротехнических сооружений",4892,93579f1bc7433a5a1e5d674399359753287d4fe0caa1f02384f6f4987cf98aa7,"ТК РФ Статья 351.6. Особенности регулирования труда работников в сфере электроэнергетики, сфере теплоснабжения, в области промышленной безопасности, области безопасности гидротехнических сооружений

("
460,351,"Что делать кадровику в связи с частичной мобилизацией либо в случае, если работник стал добровольцем или контрактником
Какие гарантии и льготы положены работникам из числа мобилизованных, добровольцев или контрактников
Что делать при призыве на военную службу по частичной мобилизации руководителя организации или ИП
ТК РФ Статья 351.7. Особенности обеспечения трудовых прав работников, призванных на военную службу по мобилизации, направленных на службу в войска национальной гвардии Российской Федерации по мобилизации или поступивших на военную службу по контракту в период мобилизации, в период военного положения или в военное время либо заключивших контракт о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы Российской Федерации или войска национальной гвардии Российской Федерации",11182,0b3b465c22b8500bcb0cbda66f3e2182031d46615d8a1782e3ed7d4bd3a25580,"КонсультантПлюс: примечание.

О сохранении рабочих мест для граждан, призванных на военную службу по мобилизации, см. письмо Минтруда России от 27.09.2022 N 14-6/10/В-13042.

КонсультантПлюс: примечан"
461,351,"ТК РФ Статья 351.8. Особенности регулирования труда работников, выполняющих работу по наставничеству в сфере труда",2068,358f1763be8f053117b76989b2f284e8253d6c0a5fd4659364549ac808da6c8d,"ТК РФ Статья 351.8. Особенности регулирования труда работников, выполняющих работу по наставничеству в сфере труда

(введена Федеральным законом от 09.11.2024 N 381-ФЗ)

Наставничество в сфере труда ("
463,353,"ТК РФ Статья 353. Федеральный государственный контроль (надзор) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права",1796,ffac4b5013f7979143fe4054cc478ba05904d39050ff58e61495032a6c8e13e1,"ТК РФ Статья 353. Федеральный государственный контроль (надзор) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права

(в ред. Федерального зако"
464,353,"ТК РФ Статья 353.1. Ведомственный контроль за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права",640,8f9bc2ec67bdd6a6bfc53b41e4da3005f87a75012e1df00f3f7cc818f168a1ef,"ТК РФ Статья 353.1. Ведомственный контроль за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права

(введена Федеральным законом от 18.07.2011 N 2"
471,360,ТК РФ Статья 360. Утратила силу,157,c720212b693458db6157523a4f20c74d52a83933c21168a06269ac09918351bd,"ТК РФ Статья 360. Утратила силу

Статья 360. Утратила силу с 1 июля 2021 года. - Федеральный закон от 28.06.2021 N 220-ФЗ.

(см. текст в предыдущей редакции)"
472,360,"ТК РФ Статья 360.1. Порядок принудительного исполнения обязанности работодателя по выплате начисленных, но не выплаченных в установленный срок работнику заработной платы и (или) других выплат, осуществляемых в рамках трудовых отношений",3645,e3bc980eef5a7e5ef82d1e4cd6f67e78cf0b80bdce0390a85ab791b110de7cc7,"ТК РФ Статья 360.1. Порядок принудительного исполнения обязанности работодателя по выплате начисленных, но не выплаченных в установленный срок работнику заработной платы и (или) других выплат, осущест"
57,53,ТК РФ Статья 53. Основные формы участия работников в управлении организацией,2379,5519887d03cee5c36ace8d37ecc2be2c2fbfcb3f7f99cd8f97cef0697ddb4b04,"ТК РФ Статья 53. Основные формы участия работников в управлении организацией

Основными формами участия работников в управлении организацией являются:

учет мнения представительного органа работников "
58,53,ТК РФ Статья 53.1. Участие представителей работников в заседаниях коллегиального органа управления организации с правом совещательного голоса,1602,1d3446fd8833e77a946d44751676fdcdfb7a7627fd9b3b8648c5bf2e77f1c666,"ТК РФ Статья 53.1. Участие представителей работников в заседаниях коллегиального органа управления организации с правом совещательного голоса

(введена Федеральным законом от 03.08.2018 N 315-ФЗ)

Пра"
61,56,ТК РФ Статья 56. Понятие трудового договора. Стороны трудового договора,1092,1244e73e3a8312dbaefb746760f863ba5a9f4aca1a81f41d594ee5306ef5b992,"ТК РФ Статья 56. Понятие трудового договора. Стороны трудового договора

Чем трудовой договор отличается от гражданско-правового
В каких случаях договор возмездного оказания услуг может быть признан т"
62,56,ТК РФ Статья 56.1. Запрещение заемного труда,696,97569141b349767c4e8e81c0f9b19b4e05f2e9b40f5503dc147105dbabee75e5,"ТК РФ Статья 56.1. Запрещение заемного труда

(введена Федеральным законом от 05.05.2014 N 116-ФЗ)

Заемный труд запрещен.

Заемный труд - труд, осуществляемый работником по распоряжению работодателя "
66,60,"ТК РФ Статья 60. Запрещение требовать выполнения работы, не обусловленной трудовым договором",274,999ea497c2dd292ea2e10816307272adb1e820b9089b24233f112c2daf90b0d5,"ТК РФ Статья 60. Запрещение требовать выполнения работы, не обусловленной трудовым договором

Запрещается требовать от работника выполнения работы, не обусловленной трудовым договором, за исключением "
67,60,ТК РФ Статья 60.1. Работа по совместительству,591,4ae803746cc4da07ca5a10d7ae411e34a0a562e236d4e9b740f2611518a11315,"ТК РФ Статья 60.1. Работа по совместительству

(введена Федеральным законом от 30.06.2006 N 90-ФЗ)

Путеводитель по кадровым вопросам. Вопросы применения ст. 60.1 ТК РФ

Развернуть

Как перевести совм"
68,60,"ТК РФ Статья 60.2. Совмещение профессий (должностей). Расширение зон обслуживания, увеличение объема работы. Исполнение обязанностей временно отсутствующего работника без освобождения от работы, определенной трудовым договором",2189,adaf7c214c351d6a44caa9d619755cac48bf4e74a625f59371078e28a7becf65,"ТК РФ Статья 60.2. Совмещение профессий (должностей). Расширение зон обслуживания, увеличение объема работы. Исполнение обязанностей временно отсутствующего работника без освобождения от работы, опред"
